,ResponseId,Country,RobotType,care_family,cook,creepy,feel_emo,friendly,like,phys_sim,plan_indep,think_hum,touch,vacuum,want_to_have,dictator_offer
2653,R_2waxJ1ey30JXE3W,India,7,0,0,24.9,0,52.9,89.4,0,0,0,89.9,0,0,0.4
2654,R_2waxJ1ey30JXE3W,India,8,66.4,58.6,74.7,0,0,76.7,1.1,5.8,0,100,49.9,100,0.76
2655,R_2waxJ1ey30JXE3W,India,9,0,0,100,0,0,11.8,0,0,0,0,0,0,0.2
2656,R_2waxJ1ey30JXE3W,India,10,56.3,34.5,65,0,3.1,63.3,0,0,0,100,41.4,61.3,0.52
2657,R_2waxJ1ey30JXE3W,India,11,84.5,91,53.8,0,0,74.9,79.5,0,0,100,61,89.9,0.84
2658,R_2waxJ1ey30JXE3W,India,12,15.3,15.4,76.9,0,53.6,100,0,14.7,0,92.2,27.2,76,0.6
2659,R_2waxJ1ey30JXE3W,India,13,59.1,26,33.4,0,52.1,100,14.1,0,0,100,66.9,100,0.96
2660,R_2waxJ1ey30JXE3W,India,14,87.4,100,0,0,71.6,100,79.4,22.7,61.5,100,96.8,100,0.98
2661,R_2waxJ1ey30JXE3W,India,15,76.9,91.3,13.3,0,74,100,79.6,11.1,84.7,100,86.7,100,0.92
2662,R_2waxJ1ey30JXE3W,India,16,63.8,78.8,34,0,48.5,100,15,0,0.3,100,49.9,100,0.96
2663,R_2waxJ1ey30JXE3W,India,17,24.7,0,15.7,0,41.3,100,0,0,0,100,34.6,100,0.8
2664,R_2waxJ1ey30JXE3W,India,18,84,100,14.5,0,63,100,99.2,9.7,14.9,100,100,100,0.92
2665,R_2WJfStMVErkCcCY,India,1,52,0,0,75.6,76.3,76.1,49.9,51.2,52.1,77.1,77.6,77.1,0.356
2666,R_2WJfStMVErkCcCY,India,2,38.6,33.2,41,42.5,40.6,62.3,44.5,38.2,40.9,39.9,30,40.1,0.38
2667,R_2WJfStMVErkCcCY,India,3,37.9,39.3,38.7,31.9,61,68.6,37.8,66,43.8,38.7,41.7,68.1,0.104
2668,R_2WJfStMVErkCcCY,India,4,61.4,70.4,38.2,65.1,65.1,78.2,77.9,66.4,68.5,43,41.7,40.8,0.108
2669,R_2WJfStMVErkCcCY,India,5,37.9,41,39.3,37.9,38.3,45,59.9,39.8,62.2,25.6,39.4,30.2,0.392
2670,R_2WJfStMVErkCcCY,India,6,29.9,36.6,34.2,41.8,40.5,66.9,40.3,38.6,42.9,37.8,35.7,40.1,0.048
2671,R_2WJfStMVErkCcCY,India,7,23.9,25.6,21.6,30.3,59.8,43.8,38.3,35.9,26.9,30,33.5,72.5,0.04
2672,R_2WJfStMVErkCcCY,India,8,39.5,35,33.4,35.5,37.1,63.8,33.9,32.4,33.1,22.8,41.2,33.9,0.228
2673,R_2WJfStMVErkCcCY,India,9,0,3.1,7.9,18.9,28.6,37.3,34,14.1,38.5,26.7,22.3,31.6,0.216
2674,R_2WJfStMVErkCcCY,India,10,42.2,40.8,36.9,37,63.1,39.3,42.4,38.7,34.2,42.2,39.3,39.5,0.104
2675,R_2WJfStMVErkCcCY,India,11,74.3,35.1,99.6,69,83.8,100,100,100,100,39.7,35.7,64.7,0.236
2676,R_2WJfStMVErkCcCY,India,12,0,0,75.9,0,25.5,35.4,24.1,0,0,25.7,0,50,0.06
2677,R_2WJfStMVErkCcCY,India,13,57.8,44.9,40.9,42.1,45.4,34.7,45,42.8,44.9,40.8,40.6,43.7,0.14
2678,R_2WJfStMVErkCcCY,India,14,30,34.6,68.4,40.3,32.3,40.1,69.8,67.4,66.2,39.8,65.5,69.7,0.236
2679,R_2WJfStMVErkCcCY,India,15,71.7,76.3,70.4,61.7,37.1,75.1,76,36.6,73.5,73.3,58.2,80.4,0.492
2680,R_2WJfStMVErkCcCY,India,16,65.1,72,25.7,26.9,68.2,61.9,26.4,26.8,37,31.6,65.1,25.7,0.232
2681,R_2WJfStMVErkCcCY,India,17,34.3,39.4,26.1,38.9,35.3,31.8,37.8,67.3,39.1,32.4,15.3,27.9,0.216
2682,R_2WJfStMVErkCcCY,India,18,70.4,42.2,22.8,45.8,100,100,100,76.5,100,100,81.5,100,0.48
2683,R_2wjj1XHHJ9vVBis,India,1,8,3.4,30.6,11.7,18.2,57.4,15.5,40.2,21.3,69.7,8,53.5,0.4
2684,R_2wjj1XHHJ9vVBis,India,2,0,0,74.9,0,0,0,0,0,0,0,0,0,0
2685,R_2wjj1XHHJ9vVBis,India,3,56.7,78.8,30.2,27.7,59.9,74.5,49.9,20.9,63.9,79.5,72,94.4,0.72
2686,R_2wjj1XHHJ9vVBis,India,4,49.9,51.1,15.7,13.5,17.4,36.2,43.3,12.1,12.2,68.8,13.7,57.4,0.6
2687,R_2wjj1XHHJ9vVBis,India,5,72.4,73.9,18.5,21.7,23.7,26.5,38.2,23.7,22.9,83.8,69.7,78.8,0.72
2688,R_2wjj1XHHJ9vVBis,India,6,2.9,0,9,0,10.9,27.5,8.8,0,9.8,82.6,2.9,22.5,0.2
2689,R_2wjj1XHHJ9vVBis,India,7,0,0,16.9,0,0,4.2,0.5,0,0,0,0,0,0.04
2690,R_2wjj1XHHJ9vVBis,India,8,0,0,63.3,0,0,60.6,0,0.1,0,0,0,0,0.04
2691,R_2wjj1XHHJ9vVBis,India,9,0,0,83.6,0,0,68.8,0,0,0,0.1,0,0,0.2
2692,R_2wjj1XHHJ9vVBis,India,10,7.2,5.4,0.7,0,0.5,0.9,0,1.1,0.7,65,8.2,16.5,0.2
2693,R_2wjj1XHHJ9vVBis,India,11,12.5,68.9,7.2,0,20,13.7,18,6.2,0,75.3,69.7,17.6,0.4
2694,R_2wjj1XHHJ9vVBis,India,12,30,39.4,26.5,39.5,57.8,39.1,37.5,33.8,36.3,30.7,30.2,36.5,0.24
2695,R_2wjj1XHHJ9vVBis,India,13,15.5,17.3,28.3,23.1,28.8,31.9,0,20.6,27.7,72.8,34.6,77.1,0.4
2696,R_2wjj1XHHJ9vVBis,India,14,79.2,76.9,28.8,0.8,65.7,66.6,47.1,27.7,29,77.9,70.6,82.7,0.6
2697,R_2wjj1XHHJ9vVBis,India,15,0,72.5,61.7,0,0.4,14.3,26,0,0,73.2,69.2,59.9,0.5
2698,R_2wjj1XHHJ9vVBis,India,16,23.9,30.7,39.3,24.1,61.4,62.9,57.2,23.9,34.6,52.9,43,51.7,0.6
2699,R_2wjj1XHHJ9vVBis,India,17,0,8.7,10.3,9.7,12.6,3.4,0,10.2,0,79.2,7.9,6,0.2
2700,R_2wjj1XHHJ9vVBis,India,18,85.9,87.1,40.9,5,45.4,53.8,66,33.6,76.5,82.6,79,91.7,0.8
2701,R_2wLdgj2Id5mAZmn,India,1,67.5,63.2,71.6,69,69.1,74.3,72.8,68,71.3,60.3,68.7,61.1,0.4
2702,R_2wLdgj2Id5mAZmn,India,2,18.6,16.7,82.7,13.4,18.6,2.3,16,19.1,16.2,9.8,22.5,11.8,0.92
2703,R_2wLdgj2Id5mAZmn,India,3,68.2,69.5,65.1,67,67.4,70.8,66.8,69.5,67.8,71,68.6,69.1,0.5
2704,R_2wLdgj2Id5mAZmn,India,4,77,75.1,74.3,69.1,70.2,65.7,67.5,73.8,68.4,82.6,85.1,75,0.4
2705,R_2wLdgj2Id5mAZmn,India,5,62,63.9,60,64.9,62.8,61.2,58.5,62,56.8,71.9,63.2,66.4,0.4
2706,R_2wLdgj2Id5mAZmn,India,6,29.4,27.9,29.5,27.8,26.1,25.5,25.8,32.8,27.8,33.5,30.2,31.2,0.032
2707,R_2wLdgj2Id5mAZmn,India,7,15.1,10,8.9,8.4,16,8.3,9.7,13.5,13,15.8,14.3,12.5,0.052
2708,R_2wLdgj2Id5mAZmn,India,8,14.8,22,18.3,24.7,25.5,69.1,28.4,21,20.3,25.6,22.3,23.8,0.048
2709,R_2wLdgj2Id5mAZmn,India,9,17.5,86.6,83.3,82.6,16,83.6,83.7,13.7,17.8,86,14.7,93.2,0.76
2710,R_2wLdgj2Id5mAZmn,India,10,58,54.5,54.4,59.7,52.3,27.1,19.8,56.7,0,56.1,55.7,56.6,0.4
2711,R_2wLdgj2Id5mAZmn,India,11,23.6,24.5,74.7,79.5,75,87.7,74.9,84.8,71.6,75.5,70.3,25.1,0.116
2712,R_2wLdgj2Id5mAZmn,India,12,76.8,23.9,21.6,23.3,25.4,71.6,25.8,18,24.3,82.5,44.8,31.9,0.072
2713,R_2wLdgj2Id5mAZmn,India,13,15.1,18.5,17.2,17.1,16.7,20,19.2,19.7,17.9,12.3,19.3,79.6,0.028
2714,R_2wLdgj2Id5mAZmn,India,14,96.2,85,82.2,93.4,86.5,90.2,93,91.8,89.9,87.4,90.5,89.9,0.048
2715,R_2wLdgj2Id5mAZmn,India,15,76.9,71.8,74.4,75.5,77.7,59.1,72.1,75.9,78.5,73.2,75,72.4,0.26
2716,R_2wLdgj2Id5mAZmn,India,16,73.3,72,68.7,71,62.4,57.6,61.9,75.3,66.1,71.7,75.5,74.7,0.224
2717,R_2wLdgj2Id5mAZmn,India,17,67.5,62.4,65.2,81.4,61.2,88.8,69.1,69,64.3,64.4,68.2,69.7,0.176
2718,R_2wLdgj2Id5mAZmn,India,18,93.9,100,100,100,100,100,100,100,100,100,100,98.8,0.48
2719,R_2woGkxp0WkfvR7s,India,1,75.5,100,0,100,78.4,100,25.6,22.8,0,100,77.1,100,1
2720,R_2woGkxp0WkfvR7s,India,2,3.8,68.6,75.7,12.3,17.2,69.4,63.9,24.3,35.3,64.5,69.6,100,0.4
2721,R_2woGkxp0WkfvR7s,India,3,10.1,76.8,0.1,0,86.2,73.1,66.6,0,72.9,100,0,72,0.99996
2722,R_2woGkxp0WkfvR7s,India,4,57.9,26,39.3,41.8,61.8,69.4,70.6,55.2,67.2,60.7,65.3,58.8,0.504
2723,R_2woGkxp0WkfvR7s,India,5,0,100,24.1,0,76.8,100,80.6,0,63.3,100,100,100,1
2724,R_2woGkxp0WkfvR7s,India,6,6.2,100,100,0,67.3,100,28,0,65.7,100,100,100,0.4
2725,R_2woGkxp0WkfvR7s,India,7,34.6,63.7,38.5,33,61.5,100,64.6,58.7,61.3,74.7,65.8,68.9,1
2726,R_2woGkxp0WkfvR7s,India,8,0,28.2,100,0,0,12.6,7.8,0,11.1,0,25.6,23.3,0.04
2727,R_2woGkxp0WkfvR7s,India,9,1.3,77.2,5.2,34.6,25.5,100,68.5,0,29.2,67.2,70.9,98,0.6
2728,R_2woGkxp0WkfvR7s,India,10,0,100,34.7,0,76.4,76.4,76,0,24.4,100,100,100,1
2729,R_2woGkxp0WkfvR7s,India,11,0,74.8,23.1,27.2,24.1,100,78.8,0,65.4,100,100,100,1
2730,R_2woGkxp0WkfvR7s,India,12,24.9,76.4,77.3,0,24,76.3,62.9,0,65,51.1,77.9,100,0.8
2731,R_2woGkxp0WkfvR7s,India,13,66.4,59.8,65.8,62.5,38.5,76.8,78.7,56,24.8,100,65,100,0.6
2732,R_2woGkxp0WkfvR7s,India,14,79.9,72,13.9,64.1,67.2,100,77.7,65.3,75.6,72,65,100,1
2733,R_2woGkxp0WkfvR7s,India,15,75.2,76,36.9,74,63.4,100,66.2,76.1,74.4,100,75.7,100,1
2734,R_2woGkxp0WkfvR7s,India,16,24.1,100,40.2,60.5,67.6,66,70,40.2,34.3,77.7,100,100,0.84
2735,R_2woGkxp0WkfvR7s,India,17,36.1,25.7,2.1,0,77.3,100,0,100,0,35.5,100,100,1
2736,R_2woGkxp0WkfvR7s,India,18,75.9,100,22.5,100,100,100,100,100,100,73.3,100,100,1
2737,R_2WPAwHOjdT3hBr5,India,1,69.8,1.6,0,73.7,86.3,99.9,1.9,34,22.1,100,69.6,84.6,1
2738,R_2WPAwHOjdT3hBr5,India,2,0,19.7,100,37.8,23.7,0.3,0.8,76.5,15.3,7.9,24.8,23.5,0.2
2739,R_2WPAwHOjdT3hBr5,India,3,86.6,100,6.3,76.4,78.6,100,100,70.6,97.6,99.7,96.9,100,1
2740,R_2WPAwHOjdT3hBr5,India,4,64.6,76.5,70.4,65.1,63.5,0,81.5,70.9,67.7,69.2,77.7,74.1,0.8
2741,R_2WPAwHOjdT3hBr5,India,5,68.5,69,35.7,39.8,33.6,72.9,59.5,62.6,60.6,69.7,67.8,72,1
2742,R_2WPAwHOjdT3hBr5,India,6,0,4,100,27.6,0,2.4,10.6,19.3,6.7,76.5,74.1,21.6,0.4
2743,R_2WPAwHOjdT3hBr5,India,7,0,0,100,3.8,0,0,0,15.3,4.8,16,0,0,0.08
2744,R_2WPAwHOjdT3hBr5,India,8,25.1,12.1,94.9,22,10.9,0,19.3,17.2,19.3,19.4,22.9,8,0.4
2745,R_2WPAwHOjdT3hBr5,India,9,31.5,27.6,66.2,55.4,33.9,80,0,64.9,36.6,78,63.5,62.7,0.8
2746,R_2WPAwHOjdT3hBr5,India,10,19.3,22,100,18.2,10.6,1.9,0,25.2,6.8,12.3,71,26.5,0.4
2747,R_2WPAwHOjdT3hBr5,India,11,60.6,61.5,73.7,60.6,58.2,5.8,57,54.4,60.9,58.4,60.1,63.3,0.2
2748,R_2WPAwHOjdT3hBr5,India,12,0,0,100,0,0,0,0,0,0,0,1.2,0,0.04
2749,R_2WPAwHOjdT3hBr5,India,13,69.7,29,67.7,75.6,81,67.7,83.9,70.9,23.9,78.6,79.5,73.7,0.8
2750,R_2WPAwHOjdT3hBr5,India,14,71.8,75.1,53.6,83.1,84.3,97.2,99.5,84.2,82.2,73.3,78.8,79.9,0.8
2751,R_2WPAwHOjdT3hBr5,India,15,66.4,75.9,59.7,70,61.4,33.8,66.1,67.4,57.8,57.9,73.6,74.4,0.4
2752,R_2WPAwHOjdT3hBr5,India,16,25.7,25.2,57,75.2,70.8,75.5,24.9,25.7,67.4,100,100,66.9,0.2
2753,R_2WPAwHOjdT3hBr5,India,17,16.1,0,100,72.7,20.8,4.2,2.1,26.1,43.2,22.9,75.9,24.8,0.08
2754,R_2WPAwHOjdT3hBr5,India,18,84.5,89,0,86.9,100,100,100,89.4,100,89.7,83.2,93.4,1
2755,R_2WTOaHwrFUwU6RZ,India,1,0,100,100,100,100,100,0,100,100,100,100,100,1
2756,R_2WTOaHwrFUwU6RZ,India,2,0,100,100,100,100,100,100,100,100,100,100,100,1
2757,R_2WTOaHwrFUwU6RZ,India,3,0,100,100,100,100,100,100,100,100,100,100,100,1
2758,R_2WTOaHwrFUwU6RZ,India,4,0,100,77.9,97.7,100,100,98.4,100,100,100,0,100,1
2759,R_2WTOaHwrFUwU6RZ,India,5,100,100,100,100,100,100,100,100,100,100,100,100,1
2760,R_2WTOaHwrFUwU6RZ,India,6,0,0,100,100,0,100,100,100,100,100,100,100,1
2761,R_2WTOaHwrFUwU6RZ,India,7,0,0,100,100,100,100,0,100,100,100,100,100,1
2762,R_2WTOaHwrFUwU6RZ,India,8,0,100,100,100,100,100,79.7,98.2,100,100,100,100,1
2763,R_2WTOaHwrFUwU6RZ,India,9,0,100,100,100,97.8,100,100,100,100,100,100,100,1
2764,R_2WTOaHwrFUwU6RZ,India,10,0,100,100,97.3,100,100,100,100,100,100,100,100,1
2765,R_2WTOaHwrFUwU6RZ,India,11,0,100,100,100,100,96.9,99.5,100,100,100,100,100,1
2766,R_2WTOaHwrFUwU6RZ,India,12,0,100,100,100,100,100,100,99.4,100,100,100,100,1
2767,R_2WTOaHwrFUwU6RZ,India,13,0,100,100,100,100,100,100,100,100,100,100,100,1
2768,R_2WTOaHwrFUwU6RZ,India,14,0,0,100,100,0,100,100,100,100,100,100,100,1
2769,R_2WTOaHwrFUwU6RZ,India,15,0,0,100,100,0,100,100,100,100,100,100,100,1
2770,R_2WTOaHwrFUwU6RZ,India,16,0,100,100,100,100,100,100,100,100,100,100,100,1
2771,R_2WTOaHwrFUwU6RZ,India,17,0,0,100,100,0,100,100,100,100,100,100,100,1
2772,R_2WTOaHwrFUwU6RZ,India,18,0,100,100,100,100,100,100,100,100,100,100,100,1
2773,R_2WUxuLgUgpzB9Xv,India,1,20.2,21.6,12.6,57.1,67.2,61,17.8,61.7,62.7,48.8,23.3,24.4,0.8
2774,R_2WUxuLgUgpzB9Xv,India,2,37.4,39.7,33,57.2,64.2,60.7,48.9,61.4,66,54.3,54.7,53.4,0.92
2775,R_2WUxuLgUgpzB9Xv,India,3,62.3,62.1,10.7,61,71.7,61.4,72.5,60.6,66.6,65.1,63.9,58.7,0.9
2776,R_2WUxuLgUgpzB9Xv,India,4,59.4,65.3,40.5,35.7,63.4,63.7,77.5,74.7,76,80.7,87.4,63.3,0.84
2777,R_2WUxuLgUgpzB9Xv,India,5,54.4,55.8,25.7,40.2,63.5,65,59.7,58.4,58.6,66.2,61.7,52.7,0.86
2778,R_2WUxuLgUgpzB9Xv,India,6,38.7,38.5,38.2,48,63.8,64.1,62.6,59.8,63,62.2,58,50.1,0.84
2779,R_2WUxuLgUgpzB9Xv,India,7,50.4,19.7,37,27.9,59.1,64.6,4.7,55.6,23.3,56.7,57.6,56,0.8
2780,R_2WUxuLgUgpzB9Xv,India,8,32.2,32.7,61.8,34.9,28.8,33.1,22.4,24.5,62.5,42.6,33.6,25.1,0.7
2781,R_2WUxuLgUgpzB9Xv,India,9,17.6,22.7,24.9,15.8,48.9,61.8,9.4,80.4,34.5,78.8,30.3,35.8,0.74
2782,R_2WUxuLgUgpzB9Xv,India,10,60.1,82.6,16.5,20.1,64.9,59,16.9,63.8,57.4,64.1,84,61.3,0.9
2783,R_2WUxuLgUgpzB9Xv,India,11,62.9,61.9,25.5,38.1,64.3,66.6,66.1,61,68.6,63.7,57.1,60.2,0.92
2784,R_2WUxuLgUgpzB9Xv,India,12,60.3,57.6,47.1,21.6,66.5,60.1,22.8,60.9,58.4,65.8,61.4,48.7,0.82
2785,R_2WUxuLgUgpzB9Xv,India,13,53.5,54.7,52.4,58.2,64.9,65.7,58.2,55.8,61,68.1,58.7,59.2,0.86
2786,R_2WUxuLgUgpzB9Xv,India,14,54.3,63.8,11.4,60.7,74.4,63.8,79.1,59.9,69.4,81.5,67.3,63.7,0.92
2787,R_2WUxuLgUgpzB9Xv,India,15,59.8,60.2,19.6,41.7,83.9,62.2,77.7,62.7,65.3,88.2,78.4,58.4,0.86
2788,R_2WUxuLgUgpzB9Xv,India,16,50.7,55.2,27.6,40.5,60.3,56.3,55.1,67.7,63.1,62.9,57.9,54,0.82
2789,R_2WUxuLgUgpzB9Xv,India,17,57.9,62.3,64.2,34,48.3,60.6,12.3,59,31.2,63.9,69.8,59.4,0.84
2790,R_2WUxuLgUgpzB9Xv,India,18,42.5,61.7,29.5,60.9,78.2,57.6,85.8,61.8,79.9,66.8,73.3,56.2,0.88
2791,R_2WYEmWUyHU6BNmP,India,1,57.6,61.3,22.8,73.5,70.7,74,26.8,26.3,25.9,100,74.1,100,1
2792,R_2WYEmWUyHU6BNmP,India,2,79.3,77.7,63.8,39.4,33.8,59.2,64.3,63.1,57.4,53,64.2,100,0.92
2793,R_2WYEmWUyHU6BNmP,India,3,79.4,79.4,23.6,79.7,81.5,100,100,100,79,100,64.4,100,1
2794,R_2WYEmWUyHU6BNmP,India,4,36,69.1,23.6,21.7,27.1,100,88.3,69.3,74.4,58.5,63.7,83.7,0.88
2795,R_2WYEmWUyHU6BNmP,India,5,17.9,34.6,34.5,24.9,65.7,76.9,61.8,72.5,63.4,97.4,64.4,100,1
2796,R_2WYEmWUyHU6BNmP,India,6,70.8,69.7,35.8,63.4,69.7,64.5,67.3,64.4,65.5,69.5,70.6,84.3,0.88
2797,R_2WYEmWUyHU6BNmP,India,7,68.3,12.8,28.1,0,70.2,41.4,63.2,65.7,74.4,87.1,77.4,69.9,0.8
2798,R_2WYEmWUyHU6BNmP,India,8,72.2,69,81.5,75.1,71.4,68.4,82.4,68.9,68.8,73,75.2,81.3,0.88
2799,R_2WYEmWUyHU6BNmP,India,9,6.1,34.1,36.7,26.4,27.3,61.1,0,70.2,63.9,100,22.8,100,0.8
2800,R_2WYEmWUyHU6BNmP,India,10,65.1,31.2,62.3,76.9,61.9,61.9,33.1,80.9,63.4,70.6,87.5,82.4,0.84
2801,R_2WYEmWUyHU6BNmP,India,11,67.1,27,41,40.4,21.3,72.2,78.2,58.1,63.4,100,62.4,100,0.96
2802,R_2WYEmWUyHU6BNmP,India,12,29.7,30,35.3,29.3,73.4,58.6,25.4,32.2,68.4,86.5,27.8,90,0.72
2803,R_2WYEmWUyHU6BNmP,India,13,81.3,77.2,70.2,77.4,73.2,83.9,74,80.3,67.7,77.6,82,68.4,0.84
2804,R_2WYEmWUyHU6BNmP,India,14,63.9,76.7,35.3,62.9,69.6,100,100,86.7,66.5,60.7,61.6,100,0.96
2805,R_2WYEmWUyHU6BNmP,India,15,71.5,69.6,65.4,76.6,64.9,63.5,65.7,70.2,63.4,72,64.6,78.3,0.84
2806,R_2WYEmWUyHU6BNmP,India,16,72.5,70.8,66.9,76.7,68.3,62.3,71.4,68,74.3,66.8,68,79.1,0.72
2807,R_2WYEmWUyHU6BNmP,India,17,67.7,74.9,21.5,73.4,72.4,38.7,72,70.8,80.8,71.8,77.9,70.3,0.8
2808,R_2WYEmWUyHU6BNmP,India,18,79.4,80.8,66,71.4,64.1,72.3,84,72.5,81.1,86.2,78.4,73.9,0.92
2809,R_2X1hcRXyTotBHhy,India,1,46.6,22.9,0,83.1,97.6,99.7,28.6,52.8,26.1,97.2,99.3,99.9,0.9
2810,R_2X1hcRXyTotBHhy,India,2,52.8,9.1,79.5,7.9,2.8,27.5,16.2,62.1,13.8,23.5,29.6,76.4,0.5
2811,R_2X1hcRXyTotBHhy,India,3,45.4,44.9,49.9,20.1,53.2,77.2,80.6,49.9,22.7,100,99.6,100,0.784
2812,R_2X1hcRXyTotBHhy,India,4,5.4,23.5,44.9,4,15,62.5,29,8.6,10.1,100,100,100,0.04
2813,R_2X1hcRXyTotBHhy,India,5,48.5,55.1,3.6,55.2,76.9,82.7,76.3,66.1,55,100,99.1,100,1
2814,R_2X1hcRXyTotBHhy,India,6,6.2,6,56.2,7.6,24.8,34.5,26.5,11.9,9.7,74.1,91.7,97.3,0.08
2815,R_2X1hcRXyTotBHhy,India,7,3.8,4.4,55.9,3.9,8.7,62.7,5,0,5.5,96.4,99.3,96.4,0.004
2816,R_2X1hcRXyTotBHhy,India,8,6.6,4.4,93.8,0,0,29.2,5.5,2.5,0,28.6,1.6,28.4,0.2
2817,R_2X1hcRXyTotBHhy,India,9,10.1,13.9,93.7,9.7,13.1,6,2.5,10.2,6,24.9,27.1,33.6,0.1
2818,R_2X1hcRXyTotBHhy,India,10,5.5,9.9,39.7,5,62.6,78.6,45.2,25.1,25.6,99.1,95.2,95.7,0.02
2819,R_2X1hcRXyTotBHhy,India,11,22.9,23.6,23.2,5.4,33.9,54.6,42.4,29.5,31.4,100,100,100,0.484
2820,R_2X1hcRXyTotBHhy,India,12,4.4,8.8,57.6,3.8,12.3,39.4,24.8,28.8,10.2,97.6,99.9,96.5,0.008
2821,R_2X1hcRXyTotBHhy,India,13,29,24.8,6.4,10.9,80.8,78,73.5,25.7,25.5,100,98.4,100,0.7
2822,R_2X1hcRXyTotBHhy,India,14,20,75.1,35.5,0,62.9,51.2,80.8,2.7,0.7,100,100,100,0
2823,R_2X1hcRXyTotBHhy,India,15,44.1,52.8,29.9,26.7,62.2,78.2,61.8,26,38.6,100,99.2,100,0.544
2824,R_2X1hcRXyTotBHhy,India,16,24,46.2,9.9,76.8,85.8,89.7,73.3,45.7,63.1,100,99.3,94.9,0.8
2825,R_2X1hcRXyTotBHhy,India,17,2.3,5.8,33.6,5.5,29.1,29,3.1,3.5,6,87.4,97.2,95.8,0.6
2826,R_2X1hcRXyTotBHhy,India,18,24.7,75.6,28.8,52.5,70.9,75.9,93.8,59.2,51.7,100,100,100,0.4
2827,R_2Xd0gccoJl5JXGE,India,1,100,76.4,0,23.2,100,100,0,75.9,52.5,100,100,100,1
2828,R_2Xd0gccoJl5JXGE,India,2,75.3,0,100,23.7,12.1,0,0,49.5,0,100,0,25.2,0.06
2829,R_2Xd0gccoJl5JXGE,India,3,100,100,5.6,49.9,76.7,100,100,49.9,49.9,100,100,99.3,1
2830,R_2Xd0gccoJl5JXGE,India,4,49.9,81,66.5,49.9,57.9,68.2,71.6,49.9,49.9,100,100,100,0.96
2831,R_2Xd0gccoJl5JXGE,India,5,77.5,100,49.9,49.9,49.9,49.9,25.1,49.9,49.9,100,49.9,100,0.92
2832,R_2Xd0gccoJl5JXGE,India,6,100,25.5,49.9,49.9,21.6,0,11.7,49.9,49.9,99.5,100,98.5,0.44
2833,R_2Xd0gccoJl5JXGE,India,7,76.4,25.3,24.4,49.9,49.9,49.9,0,49.9,0,100,100,76.9,0.4
2834,R_2Xd0gccoJl5JXGE,India,8,24.7,24.8,100,49.9,24.1,0,0,49.9,49.9,26,24.8,0,0.04
2835,R_2Xd0gccoJl5JXGE,India,9,25.3,25.7,100,49.9,0,0,0,49.9,0,100,63.5,77.6,0.64
2836,R_2Xd0gccoJl5JXGE,India,10,100,100,36.2,49.9,49.9,49.9,0,49.9,49.9,100,100,100,0.84
2837,R_2Xd0gccoJl5JXGE,India,11,100,76.9,23.1,25.2,49.9,49.9,77.1,49.9,24.4,100,76.7,100,0.76
2838,R_2Xd0gccoJl5JXGE,India,12,100,100,1.2,0,63.3,50.8,0,24,0,100,100,100,0.8
2839,R_2Xd0gccoJl5JXGE,India,13,100,100,0,23.1,76.9,100,23.9,49.9,0,100,100,100,1
2840,R_2Xd0gccoJl5JXGE,India,14,100,100,0,49.9,100,100,100,49.9,49.9,100,100,100,1
2841,R_2Xd0gccoJl5JXGE,India,15,100,100,35,22.4,34.7,62.9,62.3,32.2,0,100,100,100,1
2842,R_2Xd0gccoJl5JXGE,India,16,87.1,24.4,25.1,0,76.1,50.4,5.2,76.3,24.4,100,76.1,100,0.6
2843,R_2Xd0gccoJl5JXGE,India,17,100,100,0,0,79.2,77.1,0,1.6,0,100,100,100,0.8
2844,R_2Xd0gccoJl5JXGE,India,18,24.1,100,76.7,60.7,49.9,25.6,100,49.9,49.9,100,100,76.5,0.72
2845,R_2xF7fvIU5tpRBHg,India,1,49.9,9.1,49.9,44.1,49.9,74.9,10.9,49.9,35.7,49.9,62.5,41.7,0.004
2846,R_2xF7fvIU5tpRBHg,India,2,0.7,24.5,99.6,0,4.2,0.5,21.8,49.9,49.9,69.8,73.9,0.8,0.6
2847,R_2xF7fvIU5tpRBHg,India,3,45.6,58.3,49.9,49.9,49.9,49.9,63.7,52.1,49.9,56.3,49.9,40.9,0.444
2848,R_2xF7fvIU5tpRBHg,India,4,56.8,44.8,49.9,57.6,42,68.8,41,46.8,62.1,52.7,49.9,49.9,0.136
2849,R_2xF7fvIU5tpRBHg,India,5,75.7,24.4,49.9,49.9,49.9,49.9,49.9,49.9,49.9,38.7,49.9,58,0.6
2850,R_2xF7fvIU5tpRBHg,India,6,68,4,25.9,49.9,27.2,99.3,49.9,23.1,22.1,0,3.2,12.9,0.44
2851,R_2xF7fvIU5tpRBHg,India,7,49.9,49.9,25.9,2.5,25.9,21.8,25.9,24.8,25.9,49.9,49.9,49.9,0.276
2852,R_2xF7fvIU5tpRBHg,India,8,55.8,45.4,48.5,42,56.7,46.9,49.9,55.8,40.5,45.2,55.2,55.6,0.136
2853,R_2xF7fvIU5tpRBHg,India,9,56.3,44.6,48.5,47.2,55.6,45.7,45.3,51.6,43,46.8,53.6,42.8,0.18
2854,R_2xF7fvIU5tpRBHg,India,10,28.8,39.7,49.9,0,9.5,2.7,100,20.4,1.5,25.1,0,5.4,0.004
2855,R_2xF7fvIU5tpRBHg,India,11,49.9,49.9,49.9,0,49.9,49.9,77.1,72,49.9,49.9,49.9,49.9,0.276
