,ResponseId,Country,RobotType,care_family,cook,creepy,feel_emo,friendly,like,phys_sim,plan_indep,think_hum,touch,vacuum,want_to_have,dictator_offer
1974,R_2pKMRT0oFUuAYEj,India,12,0,23.3,25.2,0,0,17.4,0,0,0,49.9,24,23.5,0.4
1975,R_2pKMRT0oFUuAYEj,India,13,100,100,0,0,24.5,50.9,23.5,0,0,100,77.2,100,0.8
1976,R_2pKMRT0oFUuAYEj,India,14,100,100,0,26.9,64.7,100,100,37,35,100,100,100,1
1977,R_2pKMRT0oFUuAYEj,India,15,100,100,0,14.2,63,77.6,74.9,34.2,26.9,88.9,100,89.5,0.72
1978,R_2pKMRT0oFUuAYEj,India,16,100,100,0,25.9,63.9,100,73.3,24.3,27.5,100,85.3,100,0.92
1979,R_2pKMRT0oFUuAYEj,India,17,18,23.5,25.1,0,0.3,55.2,0,6,14.9,72.3,89.4,27.5,0.32
1980,R_2pKMRT0oFUuAYEj,India,18,100,100,0,50.9,100,23.9,100,0,75.5,49.9,75.7,77.1,1
1981,R_2Pon8UzS877xnfc,India,1,57.5,23.7,36.3,29.6,60.6,56,3.6,37,24.4,65.4,29.9,53.1,0.48
1982,R_2Pon8UzS877xnfc,India,2,17.7,26.3,100,0,0,0,23.1,24.9,20.9,23.9,63.4,24.1,0.16
1983,R_2Pon8UzS877xnfc,India,3,100,100,61.4,75.1,23.3,76,63.5,75.6,60.7,57.9,100,74.5,0.6
1984,R_2Pon8UzS877xnfc,India,4,27.5,76.1,81,23.9,25.7,22.4,73.2,66.2,62.6,34.2,76.8,24.1,0.56
1985,R_2Pon8UzS877xnfc,India,5,100,100,25.1,65,76.9,79.1,37.7,61.3,69.3,78.6,100,81.4,0.72
1986,R_2Pon8UzS877xnfc,India,6,100,100,26,37.7,23.6,25.5,26.9,70.8,62.3,100,100,55.1,0.48
1987,R_2Pon8UzS877xnfc,India,7,64.5,25.1,59.9,35.5,53.9,26.8,0,31.9,23.9,78.2,24.7,24.9,0.2
1988,R_2Pon8UzS877xnfc,India,8,59.7,53.2,100,28.6,0,0,14.7,38.9,24.3,23.9,75.7,19.4,0.12
1989,R_2Pon8UzS877xnfc,India,9,64.2,63,55.5,2.9,25.9,51.1,5.9,28.8,39.1,26.5,64.6,45.4,0.28
1990,R_2Pon8UzS877xnfc,India,10,76,100,44.6,34.5,26.7,53.5,37.7,33.9,16,64.7,100,39.8,0.66
1991,R_2Pon8UzS877xnfc,India,11,43.3,76.7,70.4,24.7,54.4,24.1,59,54.8,54.6,45.2,76.9,39.8,0.52
1992,R_2Pon8UzS877xnfc,India,12,71.4,77.1,40.2,24.7,15.1,28.4,8.8,41,30.2,35.4,77.3,40.2,0.36
1993,R_2Pon8UzS877xnfc,India,13,76.8,76.4,3.5,58,61.9,77.2,14.9,41.8,42,76,75.7,89.5,0.76
1994,R_2Pon8UzS877xnfc,India,14,100,100,0,77.3,74.3,75.5,76,76.4,75.2,100,96.2,100,0.8
1995,R_2Pon8UzS877xnfc,India,15,100,100,64.3,75.9,72.9,60.7,55.1,76.7,59.9,75.6,100,73.9,0.68
1996,R_2Pon8UzS877xnfc,India,16,79.1,76.8,41.8,40.6,70.1,60.6,36.7,61.5,39.4,75.9,77.9,42.5,0.48
1997,R_2Pon8UzS877xnfc,India,17,100,100,23.9,23.9,24.1,23.1,2.3,24.4,22.8,79.6,100,24.5,0.4
1998,R_2Pon8UzS877xnfc,India,18,100,100,22.4,78,73.6,100,91.4,75.9,77.7,68.9,100,100,0.88
1999,R_2pQaEoGg15yuBrs,India,1,75.2,76,25.7,0,73.5,62.1,0.1,0,0.7,93.2,75.2,93.2,0.008
2000,R_2pQaEoGg15yuBrs,India,2,63.4,64.2,74.3,0.8,25.9,24.9,1.2,2.5,2.4,62.6,63.4,63.9,0.012
2001,R_2pQaEoGg15yuBrs,India,3,76.5,75.7,49.9,1.6,49.9,49.9,79.6,2.1,3.4,100,75.7,90.2,0.016
2002,R_2pQaEoGg15yuBrs,India,4,75.5,75.7,77.3,3.1,2.5,49.9,50,4.7,0.9,76.3,77.5,77.7,0.012
2003,R_2pQaEoGg15yuBrs,India,5,77.5,76.7,23.6,1.3,49.9,49.9,2.5,1.9,1.6,95.3,77.2,77.3,0.004
2004,R_2pQaEoGg15yuBrs,India,6,76,76.5,97.7,2,76,49.9,0,2.7,0,75.9,77.7,75.2,0.012
2005,R_2pQaEoGg15yuBrs,India,7,75.9,70,61.8,4.8,49.9,7.9,0,0.4,0,95.3,40.2,91.8,0.012
2006,R_2pQaEoGg15yuBrs,India,8,79,78.6,39.9,4.2,74.7,37.7,0.4,4.8,2,78.2,78,62.2,0.004
2007,R_2pQaEoGg15yuBrs,India,9,76.5,75.1,77.1,2.8,7.9,25.6,0,1.7,17.8,76.5,74.4,73.7,0.008
2008,R_2pQaEoGg15yuBrs,India,10,76.1,75.7,49.9,2.5,49.9,14.1,2,1.6,0.9,75.7,77.6,76,0.008
2009,R_2pQaEoGg15yuBrs,India,11,74.1,75.7,25.1,26.1,49.9,57.9,49.9,2.3,2,76,49.9,23.5,0.008
2010,R_2pQaEoGg15yuBrs,India,12,76.9,74.5,50.4,0,68,49.9,0,0,0.9,74.3,76.5,74.8,0.012
2011,R_2pQaEoGg15yuBrs,India,13,76.7,76.8,2.5,3.5,49.9,72.8,3.4,2.4,3.1,96.8,76.7,78.2,0.012
2012,R_2pQaEoGg15yuBrs,India,14,78.3,77.1,23.2,2.8,75.6,74,24.1,1.7,1.5,98.4,74.3,97.9,0.004
2013,R_2pQaEoGg15yuBrs,India,15,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,49.9,0.008
2014,R_2pQaEoGg15yuBrs,India,16,75.5,76.3,3.1,3.9,67,49.9,2.8,4,2.7,76.3,77.3,76.1,0.012
2015,R_2pQaEoGg15yuBrs,India,17,76.3,75.2,68.8,0.8,63,21.6,2.3,0.3,2.7,75.7,76.3,75.1,0.012
2016,R_2pQaEoGg15yuBrs,India,18,75.3,76.3,23.2,2.1,75.9,24.3,72.5,1.2,2.8,96.6,75.9,94.9,0.008
2017,R_2pWVlJ9m43JvVrn,India,1,79.9,58.2,0,0,100,76.7,25.7,60.9,42.8,85,100,86.7,0.6
2018,R_2pWVlJ9m43JvVrn,India,2,56.4,58.3,72.3,13.7,31.5,86.7,65.3,59.8,28,80,64.3,75.7,0.64
2019,R_2pWVlJ9m43JvVrn,India,3,100,100,0,60.6,100,100,100,88.6,79.8,100,100,100,1
2020,R_2pWVlJ9m43JvVrn,India,4,93.2,95.6,11.5,0,62.6,100,85.7,81.2,64.2,100,86.9,100,1
2021,R_2pWVlJ9m43JvVrn,India,5,69.7,89.5,9.7,69.6,72.9,73.6,61.7,79,38.9,86.3,88.3,90.8,0.76
2022,R_2pWVlJ9m43JvVrn,India,6,38.6,42.5,71.7,33.4,20.6,56,22,69.8,33,62.1,60.5,55.5,0.4
2023,R_2pWVlJ9m43JvVrn,India,7,65.1,100,0,0,100,100,0,58.8,27.2,100,100,99.9,0.6
2024,R_2pWVlJ9m43JvVrn,India,8,23.2,100,55.5,0,29.5,75.1,23.5,22.7,23.3,100,82.7,62.9,0.8
2025,R_2pWVlJ9m43JvVrn,India,9,85.8,92.9,59.1,0,30,100,2.8,70,30.8,100,91.2,92.8,0.92
2026,R_2pWVlJ9m43JvVrn,India,10,100,100,23.5,0,65.1,56,29.9,59.4,32.6,85.4,100,95.7,0.94
2027,R_2pWVlJ9m43JvVrn,India,11,64.9,100,0,0,93.7,83.1,76.1,55.9,14.9,100,100,100,0.96
2028,R_2pWVlJ9m43JvVrn,India,12,100,100,0,0,100,100,74.8,72.3,33.5,100,100,100,1
2029,R_2pWVlJ9m43JvVrn,India,13,86.1,81.1,0,0,100,100,21.8,59.5,16.4,100,100,100,0.96
2030,R_2pWVlJ9m43JvVrn,India,14,85.1,86.3,5.9,12.2,83,91.7,96.1,80.4,63.7,100,85,100,0.88
2031,R_2pWVlJ9m43JvVrn,India,15,80.8,75.2,7,25.1,92.8,87.5,100,62.6,60.9,100,75.3,93.6,0.84
2032,R_2pWVlJ9m43JvVrn,India,16,78.7,100,0,17.8,88.5,82.3,72.3,57.8,55.5,87,100,91.3,0.72
2033,R_2pWVlJ9m43JvVrn,India,17,57.1,57.2,0,0,100,100,3.2,89.5,26.9,88.6,100,92.8,0.7
2034,R_2pWVlJ9m43JvVrn,India,18,100,100,0,34.5,100,100,100,79,76.8,100,100,100,1
2035,R_2q1zYiAS9D87eSh,India,1,77.4,19.9,0,73.3,100,100,0,83.8,75,100,100,100,1
2036,R_2q1zYiAS9D87eSh,India,2,0,0,100,0,0,0,0,26.7,0,0,21.6,0,0
2037,R_2q1zYiAS9D87eSh,India,3,23.6,74.7,24.3,23.3,24.7,76.7,100,98,78.7,77.4,78.7,100,1
2038,R_2q1zYiAS9D87eSh,India,4,24,75.3,47,15.9,0,25.7,25.3,72.6,22.6,24,76.7,55.7,0.8
2039,R_2q1zYiAS9D87eSh,India,5,76,77.4,17.9,50,77.7,79.7,23.6,78,69.3,76.4,85.8,100,0.92
2040,R_2q1zYiAS9D87eSh,India,6,0,0,100,0,0,0,0,79.7,0,0,22.6,0,0
2041,R_2q1zYiAS9D87eSh,India,7,14.5,12.8,0,0,0,0,0,9.1,24.7,73.6,15.2,0,0
2042,R_2q1zYiAS9D87eSh,India,8,29.1,22.6,73.6,26,0,48.6,0,100,27.4,26,27.4,76.4,0.4
2043,R_2q1zYiAS9D87eSh,India,9,0,17.2,100,10.1,0,0,0,79.1,0,0,16.9,21.6,0
2044,R_2q1zYiAS9D87eSh,India,10,0,0,0,0,20.9,56.1,0,50,0,27,50,50,0
2045,R_2q1zYiAS9D87eSh,India,11,0,0,100,16.9,2.7,0,0,77.4,52.7,0,63.9,26.7,0.4
2046,R_2q1zYiAS9D87eSh,India,12,11.8,28.7,21.6,8.4,4.4,20.9,0.3,19.9,0,78,26.7,50,0.4
2047,R_2q1zYiAS9D87eSh,India,13,0.3,22,0,0,39.9,50,0,22,48.3,78.7,78.4,50,0
2048,R_2q1zYiAS9D87eSh,India,14,26.4,31.1,0,25.3,25.3,24.7,28.4,61.8,45.9,50,77,51.7,0
2049,R_2q1zYiAS9D87eSh,India,15,23,17.2,0,49,43.9,50,52.4,49.3,48,75,49,50,0
2050,R_2q1zYiAS9D87eSh,India,16,24.3,25.7,0,25.3,100,50,21.3,79.7,27,79.1,75.7,98,0.88
2051,R_2q1zYiAS9D87eSh,India,17,0,16.9,100,17.2,0,20.6,0,50,0,73,27.7,15.9,0
2052,R_2q1zYiAS9D87eSh,India,18,100,100,21.6,90.5,81.1,73.6,100,87.5,80.1,85.1,100,97.3,1
2053,R_2q3E7CkF9J9eJqg,India,1,25.7,22.5,3.1,0,14.9,66,25.2,0,0,76.4,24,76.1,0
2054,R_2q3E7CkF9J9eJqg,India,2,23.7,24.4,6,0,7.9,71.3,4.6,0,0.1,100,20.6,75.6,0
2055,R_2q3E7CkF9J9eJqg,India,3,23.3,23.9,57.1,0,8.8,64.9,73.1,0,1.9,73.9,22.3,75.9,0
2056,R_2q3E7CkF9J9eJqg,India,4,21.4,24,24.3,0,25.6,74.3,79.2,0,0,61.3,22.5,61.3,0
2057,R_2q3E7CkF9J9eJqg,India,5,25.2,23.5,57,0,0,72.8,9.4,0,19.4,100,24.5,70.2,0
2058,R_2q3E7CkF9J9eJqg,India,6,22.5,21.3,61.3,0,24.4,21.7,19,0,0,74.4,23.6,76.8,0
2059,R_2q3E7CkF9J9eJqg,India,7,24.1,24.4,0,0,0,24.7,0,0,0,77.7,22.3,80,0
2060,R_2q3E7CkF9J9eJqg,India,8,0,24.1,28,26.9,27.1,24.9,26.1,27.5,29.4,100,26.4,81,0
2061,R_2q3E7CkF9J9eJqg,India,9,20.2,20.4,79,0,0,21,0.7,0,0,100,23.3,76.5,0
2062,R_2q3E7CkF9J9eJqg,India,10,13,11.1,75.3,0,0,13.5,0,2.1,0,98.5,14.2,77.5,0
2063,R_2q3E7CkF9J9eJqg,India,11,21.8,23.9,14.1,0,21.4,24.4,51.1,0,0,75.6,24.1,66.4,0
2064,R_2q3E7CkF9J9eJqg,India,12,23.2,23.5,53.8,0,39.5,0,0,0,0,70.2,24.4,63.7,0
2065,R_2q3E7CkF9J9eJqg,India,13,22.4,23.1,74.9,0,0,23.5,0,0,0,75.1,23.5,63.8,0
2066,R_2q3E7CkF9J9eJqg,India,14,18.6,20,33.1,0,58.8,78.3,77.6,3.9,0,100,24.7,77.9,0
2067,R_2q3E7CkF9J9eJqg,India,15,23.2,22.7,37.1,0,0,24.3,72.8,0,0,75.5,22.9,78.4,0
2068,R_2q3E7CkF9J9eJqg,India,16,23.1,23.6,58.3,0,21,21.8,27.1,0,0,100,23.7,68,0
2069,R_2q3E7CkF9J9eJqg,India,17,23.2,20.8,0.1,0,23.2,76,0,0,0,75.7,23.1,61.5,0
2070,R_2q3E7CkF9J9eJqg,India,18,22.7,21.3,38.9,0.7,15.4,59.1,95.3,38.1,12.3,100,19.3,72.5,0
2071,R_2QLO9vqBa8D0A6X,India,1,70.6,68,61.6,63,58.9,65.5,62.6,69.6,72.4,65.1,65.1,63.3,1
2072,R_2QLO9vqBa8D0A6X,India,2,84,85.4,80.4,79.7,74.4,69,79,80.8,73.7,84,84.7,84,1
2073,R_2QLO9vqBa8D0A6X,India,3,55,67.6,58.7,64.8,57.5,51.1,58.5,61.9,60.9,64.6,54.3,65.5,1
2074,R_2QLO9vqBa8D0A6X,India,4,60.1,64.9,70.1,72.2,63.5,58.2,59.1,73.1,60.5,63.3,66.2,67.1,1
2075,R_2QLO9vqBa8D0A6X,India,5,59.6,65.7,73.8,73.1,69,68.5,69.9,73.1,81.3,66.5,76.9,65.5,1
2076,R_2QLO9vqBa8D0A6X,India,6,73.5,75.4,69.2,73,79.5,67.6,65.5,71.9,63.7,72.4,70.1,71.9,1
2077,R_2QLO9vqBa8D0A6X,India,7,65.5,64.8,67.1,67.1,68.9,59.1,65.8,68,73.7,63.7,63.5,64.1,1
2078,R_2QLO9vqBa8D0A6X,India,8,77.2,73.3,75.4,76.9,73.7,67.3,68.7,75.8,74.7,71.9,79,75.1,1
2079,R_2QLO9vqBa8D0A6X,India,9,49.8,83.6,71,66.7,76.7,73,90.6,66,87.5,100,66.2,78.3,1
2080,R_2QLO9vqBa8D0A6X,India,10,77.2,79.7,75.4,75.8,77.2,69.4,71.9,75.4,76.2,79.7,76.9,81.1,1
2081,R_2QLO9vqBa8D0A6X,India,11,68.3,74.4,74.9,76.9,68.1,75.4,75.1,84.7,83.1,66,61.6,60,1
2082,R_2QLO9vqBa8D0A6X,India,12,66.5,70.6,68.1,59.1,61,60.5,61,57.5,61.9,62.1,63.7,63.7,1
2083,R_2QLO9vqBa8D0A6X,India,13,71.5,72.6,67.6,73,65.8,74.7,67.4,79.5,65.3,71,75.6,67.8,1
2084,R_2QLO9vqBa8D0A6X,India,14,79.7,77.2,75.8,78.3,82.6,75.4,79.7,76.9,80.4,79,73.7,81.1,1
2085,R_2QLO9vqBa8D0A6X,India,15,76.3,77.6,71,73.5,71.7,66,79.7,71.7,79.4,76.2,71.4,69.2,1
2086,R_2QLO9vqBa8D0A6X,India,16,76.9,77.2,77.9,72.6,76.9,73.3,75.8,80.1,79.7,77.6,75.8,79,1
2087,R_2QLO9vqBa8D0A6X,India,17,72.1,74.9,65.7,77.9,64.1,79.4,70.1,70.3,100,74,86.7,63,1
2088,R_2QLO9vqBa8D0A6X,India,18,83.6,81.9,76.9,77.2,80.1,66.4,79,74,81.9,84.3,82.6,81.5,1
2089,R_2QWFAVh1Ol4QDH4,India,1,65.7,35.6,7.1,53.8,71.7,65.2,54.4,58.3,54.3,91.4,61.2,78.2,0.68
2090,R_2QWFAVh1Ol4QDH4,India,2,38.2,22.9,74.7,12.6,26.5,32.6,19.9,57.9,40.5,30.1,43.6,36.2,0.44
2091,R_2QWFAVh1Ol4QDH4,India,3,77.6,77.9,64.8,46.9,77.4,100,100,82.7,72.5,100,69.8,100,0.8
2092,R_2QWFAVh1Ol4QDH4,India,4,78,78.1,36.9,26.2,63,71,69,77.7,67.5,74,78.5,79.3,0.8
2093,R_2QWFAVh1Ol4QDH4,India,5,12.3,26.4,58.1,32.4,36.9,66.8,17.1,65,43.1,79,56.4,76.9,0.6
2094,R_2QWFAVh1Ol4QDH4,India,6,29.2,80.2,50.5,0,17.8,55.2,24.5,23.6,25.4,100,100,80.1,0.72
2095,R_2QWFAVh1Ol4QDH4,India,7,0.3,0,23.9,0,0.3,27.7,0,0,0,75,37.1,79,0.4
2096,R_2QWFAVh1Ol4QDH4,India,8,0,0,23.8,0,27.7,29.5,0,0,23.6,22.2,75.3,78.8,0.44
2097,R_2QWFAVh1Ol4QDH4,India,9,8,4.6,64.6,9.1,7.3,65.7,22.2,28.9,16.4,74.4,69.2,74.3,0.4
2098,R_2QWFAVh1Ol4QDH4,India,10,27.6,34.4,33.2,1.8,0,69.7,0.2,57.6,57.7,69.7,54.9,79.6,0.6
2099,R_2QWFAVh1Ol4QDH4,India,11,81.9,100,3.7,76.6,81.1,61.7,82,84.2,80.5,84.5,94.9,95.5,0.84
2100,R_2QWFAVh1Ol4QDH4,India,12,0,8.2,27.6,26.9,0,62.3,0,26.2,0,54.8,29.5,65.7,0.36
2101,R_2QWFAVh1Ol4QDH4,India,13,18.8,34.6,50.6,34.1,58.6,62,56.2,57,58.1,63.7,78.2,68.3,0.64
2102,R_2QWFAVh1Ol4QDH4,India,14,51.2,79.3,27,0,28.7,62.2,54,50.5,53.7,100,80,100,0.6
2103,R_2QWFAVh1Ol4QDH4,India,15,66.2,75.4,14,67.4,77.3,69.7,77.2,76.9,69.4,88.7,78.4,85.4,0.76
2104,R_2QWFAVh1Ol4QDH4,India,16,67.3,73.6,32.2,59.8,64.2,63.1,63.3,63.6,64.5,79.1,74.4,69,0.76
2105,R_2QWFAVh1Ol4QDH4,India,17,54.1,100,24.8,0,0,25.3,0,0,0,27.9,100,100,0.68
2106,R_2QWFAVh1Ol4QDH4,India,18,100,100,74.7,76.9,100,100,100,86.5,100,100,100,100,0.96
2107,R_2qxSxZbcKO5WYS4,India,1,50,50,68.4,50,50,100,45.6,50.1,50,100,50,100,0.12
2108,R_2qxSxZbcKO5WYS4,India,2,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,49.8,0
2109,R_2qxSxZbcKO5WYS4,India,3,76.5,76.3,0,0,24.3,50.3,75.1,24,25.1,100,0,100,0
2110,R_2qxSxZbcKO5WYS4,India,4,78.2,100,24.7,0,0,74.1,75.9,0,24.9,100,0,100,0
2111,R_2qxSxZbcKO5WYS4,India,5,100,100,0,0,48.1,48.8,24.1,0,23.2,100,76.9,100,0
2112,R_2qxSxZbcKO5WYS4,India,6,91.4,87,29.4,0,0,0,0,8.8,0,100,8.4,100,0
2113,R_2qxSxZbcKO5WYS4,India,7,75.2,74.8,0,0,0,48.5,0,0,0,100,0,100,0
2114,R_2qxSxZbcKO5WYS4,India,8,75.2,76.3,0,0,0,74.9,0,0,0,100,0,100,0
2115,R_2qxSxZbcKO5WYS4,India,9,84,85.4,77.2,0,29.2,22.9,0,0,0,100,25.9,100,0
2116,R_2qxSxZbcKO5WYS4,India,10,76.7,24.7,22,24.5,25.1,0,0,78.4,0,100,100,100,0
2117,R_2qxSxZbcKO5WYS4,India,11,100,100,77.9,13.7,53.4,26,65.3,46.1,22.4,100,100,74.9,0
2118,R_2qxSxZbcKO5WYS4,India,12,100,74.8,81.9,0,0,23.7,24.3,0,0,100,74.4,100,0
2119,R_2qxSxZbcKO5WYS4,India,13,100,56.6,73.1,19.4,75.9,78.3,24.3,22.9,2.3,100,42.8,100,0.2
2120,R_2qxSxZbcKO5WYS4,India,14,100,100,25.1,0,77.1,100,73.5,0,22.4,100,100,100,0.04
2121,R_2qxSxZbcKO5WYS4,India,15,100,100,100,34.9,100,76.5,81.4,72.1,70.2,100,100,100,0.4
2122,R_2qxSxZbcKO5WYS4,India,16,50,30.4,64.3,37.3,18.4,20.6,37,54.4,27.2,50,54.7,50,0
2123,R_2qxSxZbcKO5WYS4,India,17,100,100,22.1,0,0,0,0,0,0,100,79.2,100,0
2124,R_2qxSxZbcKO5WYS4,India,18,100,100,0,24.1,100,100,100,75.9,50.5,100,100,100,0.8
2125,R_2qxusAmGwPiO5zL,India,1,65.6,0,0,49.8,100,100,49.8,49.8,75.3,100,100,100,0.4
2126,R_2qxusAmGwPiO5zL,India,2,0,0,100,19.7,0,0,0,75.7,19.6,51.8,0,0,0.76
2127,R_2qxusAmGwPiO5zL,India,3,100,100,0,100,100,100,100,100,100,100,100,100,1
2128,R_2qxusAmGwPiO5zL,India,4,100,75.8,19.3,76.2,76.8,49.8,100,80.3,76.8,49.8,100,51.8,0.88
2129,R_2qxusAmGwPiO5zL,India,5,78,75.1,28.5,75.8,75.8,76.5,79.9,70.7,82,79,72,81.4,0.72
2130,R_2qxusAmGwPiO5zL,India,6,75.6,49.8,72.5,49.8,49.8,49.8,48.3,49.8,49.8,49.8,72,22.9,0.72
2131,R_2qxusAmGwPiO5zL,India,7,49.8,49.8,0,20.7,78.4,70.2,21.3,75.1,49.8,100,100,77.2,0.08
2132,R_2qxusAmGwPiO5zL,India,8,0,0,49.8,49.8,0,0,0,74.8,22,0,0,0,0.8
2133,R_2qxusAmGwPiO5zL,India,9,25.5,49.8,49.8,81.3,49.8,49.8,0,23.1,0,76.8,49.8,21.8,0.32
2134,R_2qxusAmGwPiO5zL,India,10,49.8,25.5,23.3,49.8,49.8,49.8,26.1,47.9,49.8,51.8,76.5,49.8,0.6
2135,R_2qxusAmGwPiO5zL,India,11,49.7,49.8,52.4,84.1,0,21.6,79,49.8,79.9,49.8,49.8,25.7,0.6
2136,R_2qxusAmGwPiO5zL,India,12,49.8,25.1,74.8,51.8,49.8,23.9,25.9,46.6,49.8,100,49.8,49.8,0.16
2137,R_2qxusAmGwPiO5zL,India,13,100,100,0,49.8,100,100,0,23,24.2,100,100,80.4,0.4
2138,R_2qxusAmGwPiO5zL,India,14,49.8,49.8,21.2,49.8,71.4,79.1,19.1,49.8,77.5,83.9,100,22.7,0.8
2139,R_2qxusAmGwPiO5zL,India,15,49.8,49.8,24.5,49.8,86.8,52.5,49.8,77.3,49.8,76.9,49.8,22.3,0.48
2140,R_2qxusAmGwPiO5zL,India,16,76.8,49.8,79.7,76.3,71.9,49.7,74,100,49.8,51.3,100,72.4,0.48
2141,R_2qxusAmGwPiO5zL,India,17,49.8,47.6,21.3,49.8,81.3,49.8,0,49.8,49.8,49.8,43.6,23.5,0.32
2142,R_2qxusAmGwPiO5zL,India,18,100,100,25.4,100,99.7,100,100,100,100,100,100,100,1
2143,R_2R49UOAFAYk3kJ6,India,1,26.3,2.4,29.4,24.9,61.1,37.5,0,66.5,9.7,27.9,22.9,33.5,0.384
2144,R_2R49UOAFAYk3kJ6,India,2,62.7,22,81.2,35.9,67.6,37.9,0,67.6,53.9,20.5,8.3,55.2,0.54
2145,R_2R49UOAFAYk3kJ6,India,3,59.4,24.9,9,31,58.8,38.2,75.3,36.5,39.4,40.5,37.5,28.7,0.6
2146,R_2R49UOAFAYk3kJ6,India,4,57.4,37.7,82.3,29.6,24.7,66.6,75.2,64.3,57.9,70,63.3,38.1,0.64
2147,R_2R49UOAFAYk3kJ6,India,5,67.8,33.5,68.5,34.2,29.1,88.1,53.8,61.5,28,93,80.4,72.9,0.74
2148,R_2R49UOAFAYk3kJ6,India,6,22.5,23.2,66.4,7.5,24.8,30.3,0,60.6,41.6,31.9,15.4,27.6,0.284
2149,R_2R49UOAFAYk3kJ6,India,7,57.2,5.4,60.9,7.4,64.2,8.8,0,32.8,6.4,100,0,77.1,0.32
2150,R_2R49UOAFAYk3kJ6,India,8,40.5,73.6,67.8,26.1,23.9,84.3,19.4,76.3,61.4,77.5,0,76,0.7
2151,R_2R49UOAFAYk3kJ6,India,9,14.5,35.1,29.8,6,66.8,91,6.8,60.3,13.1,100,0,80,0.44
2152,R_2R49UOAFAYk3kJ6,India,10,63.1,0,57.2,17.2,67.8,63.5,3.5,72.7,16.2,100,97.7,81.2,0.52
2153,R_2R49UOAFAYk3kJ6,India,11,35.3,30.3,70.8,37.8,37.7,41.2,70.8,64.7,38.2,96.2,66.8,38.9,0.6
2154,R_2R49UOAFAYk3kJ6,India,12,43,24.1,30.6,12.9,36.5,83.9,11,67.4,61.7,86.1,9.4,68.8,0.66
2155,R_2R49UOAFAYk3kJ6,India,13,87.8,7,37.4,33.9,72.5,90.2,24.1,74,40.9,100,73.7,100,0.76
2156,R_2R49UOAFAYk3kJ6,India,14,61.8,38.1,18.2,38.6,57.8,65.7,81.4,43.2,56.8,94.4,58.3,42.2,0.676
2157,R_2R49UOAFAYk3kJ6,India,15,23.7,11.7,94.8,42.8,23.6,36.6,55,57.8,36.9,28.4,85.7,39.1,0.48
2158,R_2R49UOAFAYk3kJ6,India,16,69.8,30.7,27.5,40.5,71.2,80.3,19.8,39,35.8,100,67.2,85.1,0.72
2159,R_2R49UOAFAYk3kJ6,India,17,12.1,7.8,81.5,8.8,26.3,26.5,0,15,16.6,85.9,13.3,10.6,0.24
2160,R_2R49UOAFAYk3kJ6,India,18,23.1,25.6,17.6,20.5,61.3,87.8,92.2,38.1,43.6,71.2,26.1,26.9,0.6
2161,R_2R4aStHEYlU3LGM,India,1,49.3,54.7,25.7,0,48.3,76.6,2.7,1.4,21.9,76.4,46.8,75.9,0.6
2162,R_2R4aStHEYlU3LGM,India,2,78.1,70.5,0.3,2.4,0,18.8,0,0,9.3,100,38.2,87.4,0.48
2163,R_2R4aStHEYlU3LGM,India,3,80.2,73.9,25,0,75.4,70.3,77.1,0,1.8,84.2,20.9,80.3,0.6
2164,R_2R4aStHEYlU3LGM,India,4,78.9,72.6,20.6,0.1,21.4,25.7,21.4,3.6,20.3,100,23.1,76.9,0.48
2165,R_2R4aStHEYlU3LGM,India,5,75.8,77.8,30.3,3.5,67.8,94.6,14.2,2.3,10.9,100,69.4,74.3,0.68
2166,R_2R4aStHEYlU3LGM,India,6,87.8,75.7,40.2,0,70.7,22.4,6,0,3.6,100,37,73.4,0.56
2167,R_2R4aStHEYlU3LGM,India,7,100,81,26.1,0,74.6,23.2,0,0,18,100,26.5,73.3,0.56
2168,R_2R4aStHEYlU3LGM,India,8,89.6,95.4,66.7,0,66.3,30.5,0.9,3.4,1.6,100,34.1,61.3,0.52
2169,R_2R4aStHEYlU3LGM,India,9,100,100,20.6,0,73.9,29.7,0,0,16,80.4,27.1,75.2,0.6
2170,R_2R4aStHEYlU3LGM,India,10,100,97,21.5,0,78.5,78.3,0,9,13,100,21.5,77.9,0.64
2171,R_2R4aStHEYlU3LGM,India,11,100,78.1,18.6,0,20.5,29.1,48.5,9.3,18,100,25.4,74.5,0.56
2172,R_2R4aStHEYlU3LGM,India,12,91.9,82.6,26.6,0,55.6,70.3,0,0,5.1,100,31.7,78,0.8
2173,R_2R4aStHEYlU3LGM,India,13,98.8,86.1,39.7,0,73.5,83.1,0,7.4,2.1,90.7,0,78.1,0.62
2174,R_2R4aStHEYlU3LGM,India,14,48.6,75.6,29,0,70.2,49.8,78.4,21.1,49.1,74.2,52.7,51.4,0.4
2175,R_2R4aStHEYlU3LGM,India,15,89.3,77.2,41.5,2.7,51,60.7,16,6.8,4,94.9,30.5,76.5,0.48
2176,R_2R4aStHEYlU3LGM,India,16,100,81.3,18.8,0,23.5,74.9,20.5,1.5,5.4,100,21.6,75.5,0.52
2177,R_2R4aStHEYlU3LGM,India,17,73.8,80.3,22.1,0.3,74.7,49.4,71.1,24.1,49.4,75.4,48.9,71.4,0.4
